Client_Num,Card_Category,Annual_Fees,Activation_30_Days,Customer_Acq_Cost,Week_Start_Date,Week_Num,Qtr,current_year,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Vol,Avg_Utilization_Ratio,Use_Chip,Exp_Type,Interest_Earned,Delinquent_Acc
789241308,Gold,2000,0,4179,7/29/2024,29,Q1,2024,737811,34852,101860,60,0.91,No,ATM,3002,0
789244308,Platinum,1000,1,3583,11/13/2024,12,Q3,2024,155229,70365,54072,437,0.63,No,ATM,4720,1
789247458,Blue,500,1,4217,2/2/2024,20,Q4,2024,638449,3692,99729,41,0.85,No,EMI,2421,1
789248958,Gold,2000,0,3001,12/30/2024,39,Q3,2024,882754,27287,36547,339,0.39,No,EMI,4892,1
789261558,Black,5000,1,4323,2/22/2024,8,Q3,2024,774058,27586,148390,76,0.6,No,ATM,4579,1
789262683,Gold,10000,0,3837,2/7/2024,34,Q1,2024,613646,88049,167367,369,0.23,No,Online,2934,1
789266208,Black,1000,0,2456,4/5/2024,13,Q4,2024,916370,9140,37602,440,1,Yes,EMI,1454,0
789267633,Platinum,10000,1,2058,9/2/2024,51,Q4,2024,936415,69971,86887,382,0.49,Yes,POS,2172,1
789270033,Platinum,10000,0,2097,10/19/2024,49,Q2,2024,732039,91586,134579,193,0.61,Yes,Online,2877,1
789271533,Blue,10000,0,3115,12/29/2024,4,Q1,2024,599266,37806,161728,26,0.17,Yes,ATM,1037,1
789280683,Gold,10000,1,1719,4/9/2024,25,Q2,2024,335065,66234,60222,188,0.98,Yes,EMI,674,1
789282333,Platinum,5000,0,3756,6/30/2024,27,Q1,2024,822537,77001,182864,385,0.2,No,International,4212,1
789289383,Black,5000,0,3763,4/19/2024,49,Q4,2024,399367,78931,34585,64,0.65,No,EMI,4099,0
789291633,Silver,2000,1,4072,5/8/2024,52,Q4,2024,418661,18905,164288,439,0.52,Yes,ATM,896,0
789293358,Platinum,500,0,2179,4/13/2024,20,Q1,2024,576014,33093,117164,351,0.57,No,International,3752,0
789296133,Blue,500,0,2586,10/19/2024,18,Q4,2024,499793,62204,191537,431,0.57,No,International,4971,0
789297558,Gold,500,0,1447,2/8/2024,42,Q1,2024,596362,21793,25643,496,0.84,No,ATM,2680,1
789298833,Black,10000,1,2797,11/1/2024,13,Q2,2024,650351,62789,46842,159,0.27,No,EMI,1857,1
789300408,Gold,1000,0,4937,3/30/2024,37,Q4,2024,727408,45632,18010,13,0.53,No,EMI,1261,1
789301458,Blue,2000,0,4007,2/27/2024,13,Q2,2024,450742,9573,69444,340,0.33,No,ATM,3335,0
789304983,Platinum,10000,0,3203,8/6/2024,8,Q1,2024,785385,69312,187697,204,0.55,No,EMI,4598,0
789307833,Blue,5000,1,3634,2/19/2024,27,Q2,2024,356670,39254,81713,257,0.35,Yes,POS,272,0
789309558,Black,1000,0,3903,12/14/2024,22,Q2,2024,382269,48438,32613,469,0.45,Yes,POS,532,0
789310833,Silver,500,0,3584,5/30/2024,29,Q4,2024,136046,90642,27497,308,0.32,No,EMI,984,0
789312033,Blue,1000,0,2707,6/16/2024,43,Q3,2024,278303,16794,188134,313,0.38,Yes,Online,503,1
789314133,Blue,10000,1,4880,5/14/2024,32,Q1,2024,220699,20663,158122,177,0.72,Yes,Online,3688,1
789317883,Gold,2000,1,2397,11/29/2024,3,Q4,2024,349953,41133,96512,476,0.62,No,International,2222,0
789319458,Platinum,500,1,3634,3/20/2024,34,Q3,2024,197433,83233,60387,347,0.46,No,Online,1369,0
789322833,Platinum,1000,1,1031,8/29/2024,38,Q4,2024,854161,67301,159140,13,0.14,No,POS,2883,0
789325008,Gold,500,0,4018,7/10/2024,46,Q2,2024,138446,31629,8543,20,0.22,Yes,Online,2629,0
789326808,Platinum,1000,1,4643,3/16/2024,12,Q2,2024,126672,97205,63703,50,0.89,Yes,Online,27,0
789328083,Black,5000,0,4160,11/10/2024,24,Q4,2024,699610,89384,164443,220,0.35,No,EMI,3652,1
789331908,Gold,1000,1,1595,3/12/2024,16,Q2,2024,726538,85515,40227,174,0.63,No,Online,1071,0
789334458,Platinum,5000,1,2756,4/10/2024,38,Q2,2024,458893,82995,27322,307,0.61,No,POS,3612,1
789337233,Black,2000,0,4846,4/26/2024,50,Q4,2024,973890,23196,40383,281,0.1,Yes,POS,1648,0
789338583,Platinum,10000,0,4437,5/15/2024,49,Q2,2024,568340,54452,3142,93,0.77,No,ATM,2779,0
789339633,Gold,2000,1,3779,7/8/2024,41,Q3,2024,499806,86541,40589,462,0.24,Yes,Online,4717,1
789344358,Platinum,10000,0,4772,12/3/2024,11,Q4,2024,397212,553,55782,400,0.63,Yes,EMI,295,1
789345408,Black,2000,0,3986,2/26/2024,35,Q3,2024,127241,9117,103336,394,0.95,No,International,648,1
789347133,Gold,1000,0,2206,8/13/2024,30,Q3,2024,642507,7947,87234,103,0.84,Yes,POS,701,1
789351783,Gold,5000,1,3111,1/21/2024,16,Q3,2024,563139,94307,146367,123,0.19,No,ATM,3520,0
789354783,Platinum,10000,1,3375,10/28/2024,42,Q4,2024,380453,45848,6686,146,0.9,Yes,Online,3577,0
789358908,Blue,2000,0,1526,2/9/2024,45,Q3,2024,395281,22469,193828,310,0.62,Yes,Online,4401,1
789362058,Platinum,1000,0,4954,7/29/2024,13,Q1,2024,213224,9323,111809,491,0.48,No,Online,2991,1
789363408,Silver,5000,0,1766,3/13/2024,5,Q4,2024,806679,86113,40786,494,0.34,No,ATM,1190,1
789365508,Gold,2000,0,4183,5/19/2024,29,Q2,2024,770629,75688,77760,478,0.8,No,ATM,2046,0
789367083,Black,5000,0,3727,9/19/2024,11,Q1,2024,501997,50595,93401,46,0.22,Yes,POS,4165,1
789368658,Platinum,1000,0,1324,7/15/2024,5,Q3,2024,313411,22525,166623,251,0.34,No,Online,3149,1
789370383,Blue,5000,1,545,2/4/2024,19,Q3,2024,758033,15591,132748,110,0.2,No,POS,4890,1
789373683,Blue,10000,0,4229,11/12/2024,30,Q3,2024,525183,96285,41185,55,0.87,Yes,EMI,4393,1
789382758,Silver,5000,1,1571,2/27/2024,5,Q3,2024,27877,17040,193154,117,0.47,Yes,Online,344,1
789392883,Platinum,5000,1,3970,9/26/2024,4,Q2,2024,988145,69703,161380,57,0.84,No,International,3858,0
789394833,Silver,500,1,547,12/5/2024,20,Q3,2024,15843,59802,150552,176,0.24,No,EMI,3579,1
789396783,Platinum,2000,1,4092,7/6/2024,5,Q1,2024,296933,56653,79276,407,0.52,Yes,International,2948,0
789398733,Platinum,500,0,911,11/1/2024,40,Q2,2024,896025,82711,85741,104,0.8,No,International,1753,0
789407958,Platinum,10000,0,1355,4/4/2024,45,Q4,2024,976222,94329,70192,280,0.61,Yes,EMI,1760,1
789412458,Silver,1000,1,3800,4/20/2024,33,Q4,2024,16423,83264,27105,171,0.98,No,ATM,2324,1
789413958,Gold,2000,1,2898,6/5/2024,32,Q3,2024,292463,43107,144326,10,0.66,No,EMI,4543,0
789415983,Silver,1000,1,4461,6/20/2024,1,Q4,2024,396305,96406,122763,270,0.52,No,International,946,0
789417708,Blue,1000,1,3309,9/7/2024,5,Q4,2024,586083,71283,178044,373,0.35,No,International,1632,0
789419658,Black,1000,1,514,9/9/2024,1,Q1,2024,871513,34062,52814,57,0.32,Yes,ATM,3688,0
789420933,Silver,5000,0,2289,1/19/2024,30,Q1,2024,406864,312,19064,161,0.28,Yes,International,3567,0
789430083,Blue,1000,1,2956,7/21/2024,12,Q3,2024,958382,61402,5435,411,0.3,Yes,Online,4578,0
789432033,Platinum,10000,0,4880,4/18/2024,38,Q4,2024,731144,10769,50095,229,0.87,No,International,4484,0
789433758,Silver,2000,1,1160,1/30/2024,4,Q4,2024,568519,93463,105614,372,0.79,Yes,International,3088,1
789435783,Silver,5000,1,2923,7/16/2024,41,Q3,2024,26691,65244,117191,477,0.21,Yes,Online,2533,1
789450408,Black,10000,0,4313,5/31/2024,8,Q3,2024,297234,26966,70030,483,0.51,Yes,International,1032,1
789454683,Blue,10000,0,2037,6/17/2024,39,Q2,2024,555742,67261,153990,441,0.81,Yes,Online,3944,1
789466008,Platinum,10000,1,529,11/6/2024,43,Q2,2024,591071,23763,139005,207,0.51,No,POS,1464,1
789467508,Blue,1000,1,4365,10/27/2024,8,Q3,2024,578999,85967,132330,147,0.54,No,ATM,270,0
789469083,Platinum,500,0,500,9/12/2024,34,Q2,2024,126105,12945,14331,494,0.77,No,ATM,2061,0
789472833,Gold,500,1,1729,8/25/2024,11,Q1,2024,991937,31991,134774,405,0.66,No,POS,3737,0
789477483,Silver,500,0,2105,4/25/2024,20,Q3,2024,530867,19178,12333,373,0.14,Yes,EMI,2136,0
789479058,Gold,500,0,740,1/9/2024,11,Q4,2024,752808,90253,93318,88,0.67,Yes,Online,85,1
789481233,Black,5000,0,3182,3/30/2024,46,Q4,2024,225876,378,72569,192,0.7,No,EMI,2012,0
789483333,Silver,2000,0,2824,1/9/2024,41,Q3,2024,131467,61799,87922,365,0.94,No,International,1500,1
789485433,Platinum,500,1,1978,9/14/2024,33,Q1,2024,337150,59018,25951,275,0.88,Yes,EMI,3055,1
789487308,Black,10000,0,1339,7/8/2024,3,Q4,2024,48845,52900,57314,316,0.91,Yes,International,1865,0
789491058,Blue,1000,0,3835,9/3/2024,1,Q2,2024,503742,87335,18404,318,0.37,Yes,International,200,0
789492558,Platinum,500,1,1599,9/17/2024,7,Q4,2024,514921,84307,181423,398,0.16,No,International,2719,1
789494133,Silver,1000,1,2123,6/12/2024,24,Q2,2024,661530,86798,185968,282,0.91,No,ATM,4068,0
789497283,Blue,2000,0,2890,4/25/2024,13,Q1,2024,333023,98288,176657,287,0.69,No,EMI,1444,0
789502308,Black,2000,0,592,12/18/2024,47,Q2,2024,527069,88611,64992,70,0.89,Yes,Online,3930,1
789504183,Blue,5000,1,3073,7/20/2024,46,Q3,2024,496562,21969,167348,402,0.53,No,International,222,1
789507408,Blue,2000,1,1837,5/7/2024,9,Q1,2024,368615,67309,86353,6,0.51,Yes,EMI,2784,0
789508758,Silver,5000,0,1772,10/31/2024,25,Q4,2024,545087,85360,29944,476,0.16,No,ATM,228,0
789513858,Blue,2000,1,1429,3/8/2024,37,Q4,2024,335336,84926,74408,183,0.78,No,EMI,4618,1
789515283,Gold,500,1,1115,11/23/2024,15,Q1,2024,160577,77068,47876,165,0.61,No,POS,2625,0
789520533,Black,5000,0,1541,8/23/2024,49,Q1,2024,275987,32080,189025,237,0.11,Yes,EMI,4145,0
789523683,Blue,2000,0,1659,5/20/2024,8,Q2,2024,629546,56351,174582,300,0.98,No,EMI,3743,1
789525408,Platinum,5000,0,1859,12/22/2024,47,Q4,2024,480830,97330,45237,183,0.25,No,ATM,3271,1
789526458,Black,2000,0,524,9/24/2024,15,Q2,2024,970368,34739,60413,363,0.62,Yes,POS,1523,0
789528183,Blue,2000,0,1416,8/11/2024,4,Q4,2024,583738,47066,36180,105,0.75,Yes,International,1047,1
789529158,Silver,2000,0,3788,2/27/2024,32,Q3,2024,908296,3253,193311,72,0.18,No,EMI,341,1
789530208,Gold,500,0,4602,12/12/2024,47,Q2,2024,119157,94389,33020,299,0.1,Yes,ATM,1823,1
789531633,Platinum,1000,0,2308,12/18/2024,21,Q2,2024,847968,60217,95608,102,0.27,Yes,Online,649,0
789533133,Platinum,5000,1,2271,10/20/2024,8,Q1,2024,454370,18516,85763,23,0.75,No,International,3625,1
789535233,Silver,2000,1,4132,5/23/2024,10,Q1,2024,689724,35286,101529,194,0.33,No,International,2568,0
789539058,Black,5000,1,1469,6/8/2024,2,Q1,2024,913213,82052,35243,199,0.14,Yes,ATM,3462,1
789540108,Blue,10000,0,1926,11/28/2024,37,Q4,2024,270105,64224,154468,252,0.11,Yes,International,4002,0
789541458,Silver,500,1,3196,5/3/2024,44,Q2,2024,157806,15728,114141,62,0.8,No,Online,4210,1
789550458,Black,500,0,3696,9/2/2024,24,Q2,2024,575080,69281,82253,479,0.52,Yes,ATM,1238,0
789551883,Blue,5000,1,4165,9/13/2024,24,Q1,2024,576523,61855,149431,188,0.7,No,EMI,2010,1
789556533,Silver,10000,0,4930,3/29/2024,30,Q3,2024,277353,16702,30090,162,0.28,No,International,2411,1
789560433,Black,10000,1,4410,8/18/2024,38,Q3,2024,928920,76489,37905,238,0.81,No,POS,4499,1
789562383,Blue,500,0,1092,7/23/2024,30,Q1,2024,128575,22918,82135,446,0.87,No,International,2620,0
789563658,Platinum,500,0,4894,1/10/2024,42,Q2,2024,845227,43336,199926,126,0.46,Yes,EMI,3503,1
789575583,Blue,1000,0,2271,5/23/2024,30,Q4,2024,506956,4860,110686,282,0.35,Yes,POS,783,0
789577833,Gold,1000,0,4390,3/2/2024,31,Q4,2024,482891,71748,11766,159,0.45,No,International,2502,1
789579033,Gold,500,0,2055,2/13/2024,34,Q3,2024,716381,63304,152775,372,0.21,Yes,Online,4331,1
789580908,Silver,500,1,1651,12/29/2024,50,Q4,2024,46518,46873,118479,377,0.15,Yes,EMI,4855,0
789582483,Blue,1000,1,4862,1/25/2024,22,Q2,2024,447351,30578,80333,61,0.4,Yes,International,1474,0
789586833,Silver,500,1,2549,7/5/2024,22,Q4,2024,403535,83055,114170,415,0.56,Yes,ATM,1191,0
789588933,Blue,10000,1,3856,5/11/2024,16,Q4,2024,621181,63806,169156,87,0.81,No,Online,574,0
789593058,Black,2000,1,2464,12/6/2024,3,Q4,2024,963918,77155,109821,168,0.11,Yes,EMI,3661,1
789594108,Gold,5000,1,3820,12/16/2024,29,Q2,2024,403692,85152,59834,313,0.81,No,International,1727,0
789597408,Black,1000,1,4172,3/12/2024,21,Q2,2024,384101,43659,196460,218,0.2,No,International,1568,1
789599283,Black,10000,1,915,12/31/2024,26,Q3,2024,473775,73169,113115,321,0.12,Yes,EMI,1979,1
789601308,Blue,1000,1,4994,7/4/2024,36,Q4,2024,529469,15111,41544,421,0.83,Yes,International,4625,0
789603183,Black,10000,1,2568,6/12/2024,37,Q3,2024,803154,27921,166180,144,0.32,No,International,2921,0
789605658,Gold,500,1,2962,5/25/2024,45,Q2,2024,211739,78335,82204,341,0.22,No,International,3197,0
789607983,Platinum,5000,0,1626,7/1/2024,11,Q4,2024,753419,63964,87093,339,0.32,No,EMI,798,1
789611283,Blue,10000,0,2929,2/2/2024,51,Q3,2024,629195,90073,102632,67,0.33,No,EMI,250,0
789613083,Black,1000,1,1986,6/17/2024,22,Q4,2024,537919,40943,138651,228,0.57,No,Online,2875,1
789616158,Black,5000,0,2777,5/28/2024,2,Q3,2024,977659,72173,24067,260,0.88,Yes,ATM,4385,0
789625383,Black,5000,0,1864,12/15/2024,37,Q3,2024,111245,67468,144938,211,0.56,Yes,ATM,867,1
789627258,Blue,2000,1,3364,6/15/2024,14,Q1,2024,860663,9313,62311,97,0.16,No,EMI,2646,0
789631908,Black,1000,1,1207,6/28/2024,31,Q1,2024,441209,5810,184118,251,0.18,No,Online,2486,0
789634983,Silver,10000,1,3716,4/12/2024,15,Q1,2024,920416,29535,40994,105,0.16,No,ATM,1656,1
789637308,Black,500,1,3922,8/15/2024,34,Q2,2024,669625,32308,150863,21,0.45,Yes,Online,1968,1
789643383,Black,2000,0,4276,5/7/2024,48,Q1,2024,935688,50604,73291,139,0.6,No,International,3991,0
789646158,Silver,2000,0,593,5/19/2024,52,Q2,2024,975875,85866,27110,113,0.31,No,International,4294,1
789656358,Blue,5000,1,4315,4/24/2024,36,Q4,2024,819162,6540,154629,115,0.76,No,International,4487,1
789662283,Silver,2000,0,3626,6/20/2024,27,Q3,2024,272643,11729,151097,182,0.46,No,International,182,1
789666333,Silver,2000,0,4540,10/24/2024,52,Q3,2024,706153,13702,163252,13,0.28,Yes,International,642,0
789670533,Platinum,10000,1,2490,6/25/2024,50,Q4,2024,740288,56128,54153,113,0.5,Yes,Online,3536,0
789678483,Blue,10000,0,3322,5/29/2024,17,Q4,2024,909027,71863,32602,45,0.76,Yes,ATM,890,1
789681708,Silver,1000,1,1698,10/22/2024,27,Q4,2024,491672,47588,137747,7,0.37,Yes,EMI,4279,1
789684258,Blue,2000,1,3322,7/3/2024,23,Q4,2024,312513,53091,27026,19,0.18,Yes,ATM,174,1
789690483,Gold,10000,0,3404,5/9/2024,37,Q2,2024,810393,16877,24183,200,0.77,Yes,Online,4063,1
789692283,Gold,1000,0,2065,2/22/2024,39,Q4,2024,605490,6952,86098,313,0.34,Yes,ATM,2589,1
789698733,Gold,1000,1,2748,8/23/2024,1,Q4,2024,612892,95991,9500,261,0.55,No,EMI,3586,1
789701658,Gold,10000,0,3019,2/12/2024,29,Q4,2024,739952,3594,110388,359,0.52,Yes,POS,3909,0
789705408,Black,5000,0,3224,3/23/2024,29,Q1,2024,922389,65502,96797,206,0.14,Yes,International,1438,1
789707433,Blue,2000,1,1930,4/6/2024,40,Q3,2024,359133,53799,54852,248,0.18,No,Online,1113,0
789713208,Gold,1000,1,1141,1/17/2024,12,Q4,2024,438954,89783,187828,354,0.97,Yes,ATM,2919,0
789717708,Gold,10000,1,759,5/27/2024,46,Q4,2024,785334,68361,115202,410,0.4,No,International,313,0
789731433,Platinum,1000,1,1277,12/29/2024,24,Q1,2024,719394,73195,4837,459,0.55,Yes,ATM,4297,0
789733008,Gold,5000,1,2542,3/19/2024,1,Q2,2024,221830,34016,179418,478,0.43,No,ATM,225,1
789744033,Silver,10000,1,1675,4/20/2024,41,Q2,2024,681444,42801,34619,217,0.21,No,ATM,1727,1
789749433,Blue,2000,0,3187,9/30/2024,30,Q1,2024,890557,46333,164497,225,0.6,Yes,POS,172,1
789760233,Silver,500,0,3316,7/29/2024,8,Q4,2024,997125,99571,187363,203,0.78,Yes,International,1250,1
789772983,Gold,10000,0,3449,3/6/2024,39,Q4,2024,248510,53450,100886,184,0.24,No,EMI,1002,1
789775308,Blue,500,1,3699,7/8/2024,49,Q2,2024,22399,40541,65342,279,0.99,No,POS,4263,0
789777408,Black,10000,1,1133,7/26/2024,52,Q1,2024,860072,55606,131135,256,0.24,Yes,ATM,2100,1
789780033,Blue,10000,0,3025,6/19/2024,36,Q1,2024,977769,56026,160549,61,0.58,No,International,3702,0
789786258,Black,1000,1,1474,3/18/2024,18,Q3,2024,902614,11400,111212,36,0.31,Yes,International,376,0
789791808,Black,1000,1,2481,1/8/2024,17,Q3,2024,892353,9714,132799,15,0.92,Yes,International,717,0
789800358,Black,2000,1,2062,6/12/2024,21,Q3,2024,756117,33340,46024,92,0.99,No,ATM,4745,0
789804933,Gold,500,0,3105,10/12/2024,5,Q2,2024,747735,98414,94807,238,0.34,No,ATM,3980,0
789817833,Blue,1000,0,2015,11/19/2024,8,Q1,2024,552900,20788,6894,356,0.11,No,EMI,2033,0
789820308,Platinum,5000,0,1597,10/13/2024,44,Q3,2024,313102,23124,134050,342,0.82,Yes,EMI,4849,1
789823383,Silver,1000,1,4492,10/30/2024,30,Q1,2024,450315,93414,78305,280,0.37,No,International,2808,1
789827208,Silver,5000,1,3464,2/15/2024,27,Q2,2024,446375,66941,57065,128,0.21,No,EMI,1391,0
789830058,Silver,2000,0,4871,10/6/2024,3,Q3,2024,673417,66981,197380,20,0.39,Yes,POS,2672,1
789833583,Blue,500,1,3087,3/16/2024,45,Q3,2024,114490,21993,155984,411,0.23,No,International,2730,1
789842283,Silver,500,0,3639,2/6/2024,19,Q3,2024,275348,49436,166908,461,0.36,Yes,ATM,2284,1
789849108,Platinum,5000,1,2471,11/3/2024,2,Q1,2024,720841,13980,190101,111,0.16,Yes,International,4059,0
789853533,Silver,5000,1,2779,7/3/2024,27,Q4,2024,389635,35528,64698,35,0.35,No,Online,1493,1
789859833,Black,2000,0,3919,5/19/2024,27,Q3,2024,163845,60190,74605,395,0.19,No,Online,2452,1
789863208,Gold,1000,0,3419,9/13/2024,27,Q4,2024,537957,74488,164491,376,0.61,No,Online,3095,1
789866133,Blue,5000,1,4948,2/23/2024,37,Q2,2024,543301,19151,81812,193,0.41,Yes,POS,1239,1
789871233,Blue,5000,0,3830,9/14/2024,25,Q1,2024,480775,84744,60454,343,0.39,No,EMI,1046,0
789875883,Black,1000,0,1364,4/14/2024,33,Q4,2024,854931,3097,123476,209,0.35,No,POS,3923,1
789878283,Silver,10000,0,4577,11/14/2024,46,Q4,2024,700913,11712,176492,445,0.67,No,EMI,4553,0
789880533,Platinum,500,1,4418,10/26/2024,45,Q2,2024,800069,67895,9316,263,0.72,No,International,188,0
789886533,Silver,500,0,2060,4/5/2024,16,Q1,2024,490308,61573,94312,169,0.57,Yes,ATM,4319,1
789890958,Gold,2000,1,4195,12/7/2024,7,Q2,2024,971836,9947,160268,106,0.62,No,POS,178,0
789893808,Silver,500,1,2172,8/1/2024,40,Q3,2024,856909,89469,15638,107,0.91,No,International,3044,1
789900633,Silver,10000,1,3564,8/11/2024,34,Q3,2024,215738,65189,75929,332,0.58,No,International,741,1
789903708,Black,500,1,2228,4/22/2024,34,Q3,2024,878894,74247,60723,110,0.36,No,POS,3491,0
789907533,Platinum,500,1,854,4/20/2024,4,Q3,2024,188960,37069,105707,124,0.3,No,International,4477,0
789911808,Silver,2000,1,4151,4/8/2024,48,Q4,2024,597355,81871,190290,317,0.37,Yes,EMI,322,1
789917208,Platinum,1000,0,2223,4/29/2024,17,Q4,2024,47254,10740,8482,489,0.45,No,ATM,3010,1
789920883,Platinum,1000,0,906,2/4/2024,52,Q2,2024,165119,37246,194159,221,0.5,Yes,Online,2217,0
789923058,Blue,5000,0,3320,6/22/2024,41,Q1,2024,369704,36381,70126,165,0.82,Yes,ATM,1847,0
789925833,Blue,5000,1,1741,1/24/2024,12,Q3,2024,382897,90077,122291,314,0.39,No,Online,3209,0
789937683,Black,500,1,908,2/17/2024,4,Q3,2024,880083,48513,104599,294,0.17,Yes,International,586,1
789939558,Blue,5000,1,3314,1/2/2024,26,Q4,2024,497297,25777,173939,357,0.51,Yes,ATM,4166,0
789942033,Gold,5000,0,3556,9/3/2024,31,Q1,2024,476110,5153,164806,213,0.6,No,International,3382,0
789945933,Silver,1000,0,3414,2/8/2024,31,Q2,2024,51626,78579,165207,445,0.44,No,ATM,3801,1
789948408,Gold,5000,0,3636,1/11/2024,10,Q3,2024,512548,23066,13638,450,0.95,No,POS,2878,0
789952158,Black,10000,1,3941,2/16/2024,32,Q4,2024,884366,91289,190263,440,0.63,No,International,3953,1
789953733,Blue,10000,0,3523,11/26/2024,51,Q1,2024,480132,25013,58740,179,0.37,Yes,ATM,2511,1
789959283,Silver,1000,1,4250,9/18/2024,16,Q2,2024,689858,69048,77824,403,0.44,No,ATM,2956,0
789960783,Blue,500,1,3954,7/2/2024,50,Q2,2024,723288,32765,60313,65,0.71,Yes,International,887,1
789963033,Silver,500,1,2295,7/28/2024,25,Q3,2024,435109,12184,61619,369,0.37,No,ATM,1752,0
789964983,Silver,500,1,1593,5/16/2024,52,Q2,2024,508586,61115,159192,264,0.22,No,Online,3807,1
789968058,Silver,2000,0,3416,1/24/2024,52,Q1,2024,233115,78482,164449,275,0.87,No,Online,1849,0
789970233,Platinum,1000,0,2097,1/27/2024,30,Q1,2024,794736,88530,84227,150,0.45,No,EMI,1614,1
789973308,Gold,10000,0,2101,8/16/2024,19,Q2,2024,418499,65505,30268,149,0.1,Yes,POS,563,0
789983133,Platinum,5000,0,4343,2/24/2024,46,Q2,2024,366643,52058,192954,386,0.47,No,POS,2212,1
789987183,Black,2000,1,3616,4/3/2024,15,Q2,2024,70155,55675,36462,177,0.77,No,POS,4852,1
789990333,Black,1000,0,2588,11/24/2024,42,Q4,2024,553190,18070,154874,213,0.53,No,ATM,4527,1
789992733,Platinum,10000,0,4467,9/26/2024,18,Q1,2024,11746,68675,146073,89,0.7,No,POS,3228,1
789996783,Platinum,5000,0,827,12/12/2024,14,Q2,2024,652792,71754,191207,309,0.7,No,EMI,2413,0
790000608,Platinum,500,1,2005,5/8/2024,19,Q1,2024,657747,38024,19179,68,0.19,No,EMI,4220,0
790002783,Gold,1000,1,3494,1/18/2024,14,Q1,2024,354970,99843,27866,376,0.62,No,EMI,4098,1
790004883,Silver,500,0,3756,9/28/2024,8,Q4,2024,451602,94637,41289,102,0.81,No,International,2350,1
790006383,Gold,1000,0,3110,6/9/2024,46,Q3,2024,125511,13293,145971,104,0.37,No,EMI,3554,0
790017858,Platinum,500,0,2632,7/1/2024,36,Q4,2024,112816,21292,97009,345,0.71,Yes,ATM,3026,0
790021233,Gold,10000,1,4429,4/12/2024,12,Q2,2024,835917,14268,87208,116,0.35,Yes,International,1698,0
790023408,Black,500,0,665,8/6/2024,31,Q3,2024,673355,82854,92213,408,0.25,Yes,POS,741,1
790048158,Black,5000,0,2666,1/20/2024,31,Q2,2024,524312,43524,99662,205,0.2,No,EMI,98,1
790051758,Platinum,2000,0,3709,2/26/2024,31,Q1,2024,909671,32096,64516,408,0.77,Yes,ATM,387,0
790069233,Platinum,500,1,981,4/22/2024,48,Q4,2024,705447,7729,60008,373,0.27,No,ATM,1821,0
790082508,Platinum,500,0,4316,5/5/2024,50,Q2,2024,324141,99271,77864,242,0.13,Yes,International,1939,1
790096533,Gold,2000,1,4612,3/16/2024,26,Q1,2024,931977,31448,54760,166,0.93,No,ATM,4993,0
790099758,Black,10000,1,2871,4/14/2024,52,Q2,2024,799719,87001,130245,338,0.43,Yes,ATM,1682,1
790102008,Gold,10000,1,740,1/7/2024,20,Q4,2024,69994,58343,150986,426,0.61,Yes,International,4770,1
790108908,Black,10000,1,3055,12/18/2024,38,Q2,2024,594297,91482,167212,360,0.17,No,EMI,1478,1
790112133,Black,10000,1,2465,2/17/2024,20,Q2,2024,472080,30654,197892,73,0.39,Yes,Online,2665,0
790115358,Black,2000,1,2776,6/6/2024,43,Q2,2024,287646,54605,105659,120,0.19,No,POS,4336,1
790119408,Black,5000,1,3774,12/12/2024,40,Q3,2024,986988,83881,194254,141,0.96,No,POS,2949,0
790123983,Silver,1000,1,2274,1/7/2024,51,Q3,2024,764578,22830,17421,209,0.9,Yes,ATM,648,0
790128033,Gold,1000,0,1043,11/30/2024,51,Q1,2024,383415,96946,109556,465,0.3,No,International,2353,0
790131033,Silver,10000,0,3670,7/11/2024,12,Q2,2024,839130,75676,18811,261,0.54,No,POS,4808,0
790134408,Blue,10000,0,2743,2/14/2024,38,Q4,2024,856760,31703,161486,45,0.67,Yes,Online,3057,0
790139583,Black,500,0,1599,8/18/2024,41,Q1,2024,781940,46946,133089,234,0.96,No,EMI,4162,0
790141308,Blue,10000,0,4668,6/30/2024,26,Q4,2024,435121,70909,64054,44,0.28,No,EMI,3954,1
790145733,Platinum,10000,1,3008,9/3/2024,29,Q1,2024,62224,52358,20013,189,0.35,Yes,ATM,1206,1
790149483,Platinum,1000,1,888,12/24/2024,37,Q3,2024,294460,58283,101061,255,0.13,No,POS,1424,0
790164408,Black,500,1,1746,11/13/2024,42,Q2,2024,355142,87105,185709,238,0.36,No,EMI,1978,0
790168083,Gold,10000,0,3635,6/17/2024,52,Q2,2024,266482,41134,115567,23,0.24,Yes,ATM,4901,1
790174608,Silver,10000,0,4509,8/1/2024,7,Q3,2024,292749,82610,131655,448,0.14,No,POS,4531,1
790186458,Blue,5000,0,2087,4/7/2024,42,Q2,2024,279522,44127,142690,257,0.51,Yes,Online,445,0
790201158,Platinum,2000,0,865,5/11/2024,2,Q3,2024,671905,97318,34020,289,0.49,No,EMI,1192,1
790204983,Gold,5000,0,905,7/27/2024,52,Q3,2024,344884,50951,59764,383,0.47,No,International,1482,0
790221633,Black,5000,1,1603,2/15/2024,49,Q2,2024,771505,82719,133042,111,0.66,No,ATM,1483,1
790225758,Black,2000,1,2991,9/19/2024,42,Q2,2024,295308,48284,107154,84,0.33,No,EMI,1672,1
